"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","extinction_hour","firstInterv_date","firstInterv_hour","alert_source","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause"
7446,"Entre Douro e Minho","Viseu","Cinfães","Cinfães","41:3:23.4143999999884''","8:5:26.4840000000014''","fire",2015-07-25 01:00:00,12:58:00,2015-07-25 01:00:00,14:15:00,2015-07-25 01:00:00,13:20:00,NA,0,4.5,0,4.5,4.5,0
7447,"Beira Interior","Guarda","Gouveia","Vinhó","40:29:14","07:38:17","firepit",2015-07-25 01:00:00,13:36:00,2015-07-25 01:00:00,14:12:00,2015-07-25 01:00:00,13:36:00,NA,0,0.01,0,0.01,0.01,0
7448,"Ribatejo e Oeste","Santarém","Coruche","Coruche","38:57:45.4032000000001''","8:32:3.30720000000142''","firepit",2015-07-25 01:00:00,13:38:00,2015-07-25 01:00:00,14:30:00,2015-07-25 01:00:00,13:43:00,NA,0,0.005,0,0.005,0.005,1
7449,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Sabadim","41:54:32.8751999999986''","8:27:0.47160000000261''","firepit",2015-07-25 01:00:00,13:38:00,2015-07-25 01:00:00,15:32:00,2015-07-25 01:00:00,13:48:00,NA,0,0.005,0,0.005,0.005,1
7450,"Entre Douro e Minho","Viseu","Cinfães","São Cristóvão de Nogueira","41:4:42.6827999999892''","8:6:42.1632000000025''","firepit",2015-07-25 01:00:00,13:41:00,2015-07-25 01:00:00,16:27:00,2015-07-25 01:00:00,14:02:00,NA,0,0.1,0,0.1,0.1,1
7451,"Beira Litoral","Viseu","Castro Daire","Castro Daire","40:55:4.9547999999902''","7:55:1.48440000000072''","firepit",2015-07-25 01:00:00,13:53:00,2015-07-25 01:00:00,14:10:00,2015-07-25 01:00:00,14:05:00,NA,0,4e-04,0,4e-04,4e-04,0
7452,"Beira Litoral","Aveiro","Aveiro","Nossa Senhora de Fátima","40:34:37.2107999999918''","8:34:33.6324000000032''","firepit",2015-07-25 01:00:00,14:21:00,2015-07-25 01:00:00,20:15:00,2015-07-25 01:00:00,14:31:00,NA,0.3606,0,0,0.3606,0.3606,1
7453,"Beira Litoral","Aveiro","Aveiro","Nossa Senhora de Fátima","40:34:31","08:34:29","firepit",2015-07-25 01:00:00,14:22:00,2015-07-25 01:00:00,20:25:00,2015-07-25 01:00:00,14:33:00,NA,0.1073,0,0,0.1073,0.1073,1
7454,"Entre Douro e Minho","Porto","Penafiel","Paço de Sousa","41:9:57.7007999999898''","8:19:26.2307999999982''","firepit",2015-07-25 01:00:00,15:22:00,2015-07-25 01:00:00,16:45:00,2015-07-25 01:00:00,15:29:00,NA,0,0.01,0,0.01,0.01,0
7455,"Beira Interior","Guarda","Manteigas","Vale de Amoreira","00:40:24.140","00:07:26.580","agriculture",2015-07-25 01:00:00,15:24:00,2015-07-25 01:00:00,18:20:00,2015-07-25 01:00:00,15:29:00,NA,0,0,0.01,0,0.01,0
7456,"Entre Douro e Minho","Aveiro","Espinho","Silvalde","40:59:24.1728000000057''","8:38:34.5839999999978''","agriculture",2015-07-25 01:00:00,15:51:00,2015-07-25 01:00:00,16:18:00,2015-07-25 01:00:00,15:55:00,NA,0,0,0.447,0,0.447,0
7457,"Beira Litoral","Aveiro","Águeda","Águeda","40:35:1.44960000000651''","8:26:41.8055999999994''","firepit",2015-07-25 01:00:00,15:53:00,2015-07-25 01:00:00,16:27:00,2015-07-25 01:00:00,15:57:00,NA,0.003,0,0,0.003,0.003,0
7458,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Ribeira","41:46:6.01679999999988''","8:33:23.2848000000023''","firepit",2015-07-25 01:00:00,16:18:00,2015-07-25 01:00:00,17:05:00,2015-07-25 01:00:00,16:20:00,NA,0,0.001,0,0.001,0.001,0
7459,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Oleiros","41:47:52.5299999999976''","8:25:55.4124000000023''","firepit",2015-07-25 01:00:00,16:39:00,2015-07-25 01:00:00,18:18:00,2015-07-25 01:00:00,16:42:00,NA,0,0.02,0,0.02,0.02,1
7460,"Beira Litoral","Coimbra","Coimbra","Santa Cruz","40:14:29.2955999999896''","8:27:56.4947999999997''","agriculture",2015-07-25 01:00:00,16:58:00,2015-07-25 01:00:00,17:27:00,2015-07-25 01:00:00,17:05:00,NA,0,0,0.001,0,0.001,1
7461,"Ribatejo e Oeste","Santarém","Tomar","Olalhas","39:38:2.78879999999162''","8:15:36.9108000000018''","agriculture",2015-07-25 01:00:00,17:00:00,2015-07-25 01:00:00,18:26:00,2015-07-25 01:00:00,17:10:00,NA,0,0,0.0041,0,0.0041,1
7462,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Cabeceiras de Basto","41:33:32.9184000000123''","8:1:13.796399999997''","fire",2015-07-25 01:00:00,17:44:00,2015-07-25 01:00:00,21:30:00,2015-07-25 01:00:00,17:50:00,NA,1,6,0,7,7,1
7463,"Trás-os-Montes","Vila Real","Valpaços","Valpaços","41:37:43","07:18:49","firepit",2015-07-25 01:00:00,17:45:00,2015-07-25 01:00:00,18:16:00,2015-07-25 01:00:00,17:53:00,NA,0,0.001,0,0.001,0.001,0
7464,"Ribatejo e Oeste","Setúbal","Setúbal","São Lourenço","38:32:29.324400000009''","9:2:33.5400000000003''","firepit",2015-07-25 01:00:00,17:49:00,2015-07-25 01:00:00,18:35:00,2015-07-25 01:00:00,17:55:00,NA,0,0.015,0,0.015,0.015,0
7465,"Beira Litoral","Leiria","Alvaiázere","Rego da Murta","39:47:19.5107999999993''","8:20:35.6928000000032''","agriculture",2015-07-25 01:00:00,18:00:00,2015-07-25 01:00:00,18:30:00,2015-07-25 01:00:00,18:06:00,NA,0,0,0.015,0,0.015,0
7466,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Vila Nune","41:28:7.94280000000754''","7:57:11.4444000000016''","fire",2015-07-25 01:00:00,18:08:00,2015-07-25 01:00:00,18:51:00,2015-07-25 01:00:00,18:25:00,NA,1,0.5,0,1.5,1.5,1
7467,"Beira Interior","Santarém","Mação","Envendos","39:32:7.86480000001177''","7:51:3.04919999999967''","firepit",2015-07-25 01:00:00,18:28:00,2015-07-25 01:00:00,21:27:00,2015-07-25 01:00:00,18:41:00,NA,0.3314,0,0,0.3314,0.3314,1
7468,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Sabadim","41:54:32.8751999999986''","8:27:0.47160000000261''","firepit",2015-07-25 01:00:00,19:11:00,2015-07-25 01:00:00,21:20:00,2015-07-25 01:00:00,19:11:00,NA,0,0.01,0,0.01,0.01,0
7469,"Entre Douro e Minho","Porto","Lousada","Caíde de Rei","41:16:7.8347999999886''","8:13:4.64520000000064''","agriculture",2015-07-25 01:00:00,19:53:00,2015-07-25 01:00:00,21:02:00,2015-07-25 01:00:00,19:55:00,NA,0,0,0.05,0,0.05,1
7470,"Ribatejo e Oeste","Santarém","Tomar","São João Batista","39:35:50.6327999999939''","8:25:34.741199999997''","firepit",2015-07-25 01:00:00,20:05:00,2015-07-25 01:00:00,23:15:00,2015-07-25 01:00:00,20:12:00,NA,0,0.7786,0,0.7786,0.7786,1
7471,"Beira Litoral","Aveiro","Aveiro","Nossa Senhora de Fátima","40:34:34.7628000000077''","8:34:20.9892000000009''","agric_burn",2015-07-25 01:00:00,20:15:00,2015-07-25 01:00:00,21:30:00,2015-07-25 01:00:00,20:16:00,NA,0,0,5e-04,0,5e-04,0
7472,"Entre Douro e Minho","Porto","Maia","Gemunde","41:16:24.9527999999992''","8:37:47.7552000000006''","firepit",2015-07-25 01:00:00,20:15:00,2015-07-25 01:00:00,21:55:00,2015-07-25 01:00:00,20:25:00,NA,0,0.04,0,0.04,0.04,0
7473,"Ribatejo e Oeste","Santarém","Santarém","Amiais de Baixo","39:26:6.65880000000755''","8:43:10.5599999999993''","firepit",2015-07-25 01:00:00,20:36:00,2015-07-25 01:00:00,21:32:00,2015-07-25 01:00:00,20:43:00,NA,0,0.0037,0,0.0037,0.0037,0
7474,"Entre Douro e Minho","Porto","Lousada","Casais","41:15:31.3271999999984''","8:18:16.4412000000017''","firepit",2015-07-25 01:00:00,20:40:00,2015-07-25 01:00:00,23:15:00,2015-07-25 01:00:00,20:50:00,NA,0,0.01,0,0.01,0.01,0
7475,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Geraz Lima (Santa Maria)","41:42:16.0451999999924''","8:40:31.2779999999989''","firepit",2015-07-25 01:00:00,21:18:00,2015-07-26 01:00:00,00:15:00,2015-07-25 01:00:00,22:07:00,NA,0,0.3,0,0.3,0.3,1
7476,"Beira Litoral","Aveiro","Aveiro","Esgueira","40:39:37.7640000000105''","8:38:21.2424000000003''","firepit",2015-07-25 01:00:00,21:22:00,2015-07-25 01:00:00,23:20:00,2015-07-25 01:00:00,21:30:00,NA,0.0168,0,0,0.0168,0.0168,0
7477,"Entre Douro e Minho","Viseu","Resende","Freigil","41:4:45.746400000005''","8:1:25.1507999999981''","firepit",2015-07-25 01:00:00,21:37:00,2015-07-26 01:00:00,00:07:00,2015-07-25 01:00:00,22:02:00,NA,0,0.5,0,0.5,0.5,1
7478,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Poiares","41:39:42.7104000000048''","8:37:48.3131999999986''","fire",2015-07-25 01:00:00,21:43:00,2015-07-26 01:00:00,05:30:00,2015-07-25 01:00:00,22:15:00,NA,2,3.2,0,5.2,5.2,0
7479,"Ribatejo e Oeste","Santarém","Alcanena","Louriceira","39:25:36","08:40:27","firepit",2015-07-25 01:00:00,21:48:00,2015-07-25 01:00:00,23:54:00,2015-07-25 01:00:00,21:59:00,NA,0.8574,0,0,0.8574,0.8574,1
7480,"Entre Douro e Minho","Porto","Marco de Canaveses","Soalhães","41:10:50.627999999989''","8:4:28.3008000000029''","firepit",2015-07-25 01:00:00,21:54:00,2015-07-26 01:00:00,00:15:00,2015-07-25 01:00:00,22:10:00,NA,0.5,0,0,0.5,0.5,1
7481,"Entre Douro e Minho","Viseu","Cinfães","Fornelos","41:1:11.8596000000076''","8:13:15.9959999999981''","firepit",2015-07-25 01:00:00,22:20:00,2015-07-26 01:00:00,01:20:00,2015-07-25 01:00:00,22:37:00,NA,0,0.001,0,0.001,0.001,1
7482,"Entre Douro e Minho","Porto","Felgueiras","Sendim","41:23:1.88879999998733''","8:9:49.3991999999997''","firepit",2015-07-25 01:00:00,22:53:00,2015-07-26 01:00:00,01:50:00,2015-07-25 01:00:00,23:18:00,NA,0,0.005,0,0.005,0.005,0
7483,"Beira Interior","Guarda","Mêda","Carvalhal","00:40:53","07:17:24","fire",2015-07-25 01:00:00,23:38:00,2015-07-26 01:00:00,01:50:00,2015-07-25 01:00:00,23:50:00,NA,0,5,0,5,5,1
7484,"Trás-os-Montes","Vila Real","Peso da Régua","Fontelas","41:9:3.04199999998843''","7:49:2.24399999999946''","agriculture",2015-07-26 01:00:00,00:15:00,2015-07-26 01:00:00,02:05:00,NA,NA,NA,0,0.02,0.3,0.02,0.32,0
7485,"Entre Douro e Minho","Viseu","Cinfães","Santiago de Piães","41:3:57.2976000000051''","8:9:16.3655999999995''","firepit",2015-07-26 01:00:00,00:16:00,2015-07-26 01:00:00,01:40:00,2015-07-26 01:00:00,00:38:00,NA,0,0.001,0,0.001,0.001,1
7486,"Beira Litoral","Viseu","Vila Nova de Paiva","Fráguas","40:51:18.0971999999991''","7:46:15.2868000000007''","firepit",2015-07-26 01:00:00,01:42:00,2015-07-26 01:00:00,03:06:00,2015-07-26 01:00:00,02:00:00,NA,0,0.25,0,0.25,0.25,1
7487,"Entre Douro e Minho","Porto","Baião","Ancede","41:6:35.1791999999983''","8:3:26.9999999999972''","firepit",2015-07-26 01:00:00,02:35:00,2015-07-26 01:00:00,05:38:00,2015-07-26 01:00:00,02:56:00,NA,0,0.05,0,0.05,0.05,1
7488,"Ribatejo e Oeste","Santarém","Santarém","Almoster","39:13:51","08:47:27","firepit",2015-07-26 01:00:00,02:40:00,2015-07-26 01:00:00,04:08:00,2015-07-26 01:00:00,03:01:00,NA,0,0.0071,0,0.0071,0.0071,1
7489,"Beira Litoral","Coimbra","Oliveira do Hospital","Bobadela","40:21:44.6400000000034''","7:54:8.53559999999852''","firepit",2015-07-26 01:00:00,02:47:00,2015-07-26 01:00:00,05:15:00,2015-07-26 01:00:00,02:50:00,NA,0,0.02,0,0.02,0.02,0
7490,"Entre Douro e Minho","Braga","Celorico de Basto","Carvalho","41:22:31.5947999999895''","8:2:46.9788000000018''","firepit",2015-07-26 01:00:00,02:47:00,2015-07-26 01:00:00,04:20:00,2015-07-26 01:00:00,02:55:00,NA,0.35,0,0,0.35,0.35,1
7491,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Vila Nova de Muia","41:48:5.44679999999971''","8:23:45.1031999999974''","firepit",2015-07-26 01:00:00,02:58:00,2015-07-26 01:00:00,03:23:00,2015-07-26 01:00:00,02:59:00,NA,0,0.02,0,0.02,0.02,0
7492,"Entre Douro e Minho","Braga","Vieira do Minho","Eira Vedra","41:38:46.6475999999926''","8:8:46.8023999999983''","fire",2015-07-26 01:00:00,03:50:00,2015-07-26 01:00:00,08:52:00,2015-07-26 01:00:00,04:13:00,NA,1.7,0,0,1.7,1.7,0
7493,"Beira Litoral","Viseu","Oliveira de Frades","São Vicente de Lafões","40:42:27.0899999999887''","8:9:58.5287999999969''","firepit",2015-07-26 01:00:00,04:12:00,2015-07-26 01:00:00,05:04:00,2015-07-26 01:00:00,04:29:00,NA,0.16,0,0,0.16,0.16,1
7494,"Trás-os-Montes","Bragança","Macedo de Cavaleiros","Lombo","41:27:27.3348000000101''","6:50:38.8895999999992''","firepit",2015-07-26 01:00:00,05:12:00,2015-07-26 01:00:00,05:52:00,2015-07-26 01:00:00,05:20:00,NA,0,0.56,0,0.56,0.56,1
7495,"Trás-os-Montes","Bragança","Mogadouro","Castro Vicente","41:22:45.0659999999988''","6:50:14.3411999999987''","firepit",2015-07-26 01:00:00,06:12:00,2015-07-26 01:00:00,07:19:00,2015-07-26 01:00:00,06:18:00,NA,0,0.0032,0,0.0032,0.0032,1
7496,"Entre Douro e Minho","Porto","Marco de Canaveses","Soalhães","41:10:52.8239999999954''","8:4:31.116''","firepit",2015-07-26 01:00:00,08:19:00,2015-07-26 01:00:00,08:56:00,2015-07-26 01:00:00,08:30:00,NA,0,0.2,0,0.2,0.2,0
7497,"Beira Litoral","Leiria","Batalha","Batalha","39:39:35.6039999999899''","8:49:26.7888000000026''","agriculture",2015-07-26 01:00:00,08:50:00,2015-07-26 01:00:00,09:20:00,2015-07-26 01:00:00,08:55:00,NA,0,0,4e-04,0,4e-04,0
7498,"Alentejo","Portalegre","Avis","Maranhão","39:1:16.7628000000087''","8:1:4.11600000000277''","agriculture",2015-07-26 01:00:00,09:37:00,2015-07-26 01:00:00,11:55:00,2015-07-26 01:00:00,10:08:00,NA,0,0,1.002,0,1.002,0
7499,"Entre Douro e Minho","Porto","Baião","Ancede","41:6:38.1528000000111''","8:3:30.2111999999984''","firepit",2015-07-26 01:00:00,10:40:00,2015-07-26 01:00:00,13:30:00,2015-07-26 01:00:00,10:57:00,NA,0,0.03,0,0.03,0.03,0
7500,"Entre Douro e Minho","Braga","Celorico de Basto","Basto (Santa Tecla)","41:22:46.6320000000098''","8:3:24.8687999999999''","fire",2015-07-26 01:00:00,10:52:00,2015-07-26 01:00:00,12:50:00,2015-07-26 01:00:00,11:03:00,NA,2,3,0,5,5,1
7501,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Outeiro","41:30:50.925599999988''","8:0:37.4687999999999''","firepit",2015-07-26 01:00:00,10:56:00,2015-07-26 01:00:00,13:45:00,2015-07-26 01:00:00,11:00:00,NA,0.01,0.01,0,0.02,0.02,1
7502,"Beira Litoral","Coimbra","Penela","Cumeeira","39:56:36.855599999995''","8:23:17.4695999999973''","firepit",2015-07-26 01:00:00,11:03:00,2015-07-26 01:00:00,13:40:00,2015-07-26 01:00:00,11:10:00,NA,0,0.04,0,0.04,0.04,1
7503,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Frades","41:36:15.6132000000036''","8:14:48.958800000001''","fire",2015-07-26 01:00:00,11:09:00,2015-07-26 01:00:00,15:35:00,2015-07-26 01:00:00,11:20:00,NA,0,2.92,0,2.92,2.92,1
7504,"Entre Douro e Minho","Braga","Celorico de Basto","Basto (Santa Tecla)","41:22:46.6320000000098''","8:3:24.8687999999999''","firepit",2015-07-26 01:00:00,11:21:00,2015-07-26 01:00:00,13:03:00,2015-07-26 01:00:00,11:30:00,NA,0.1,0,0,0.1,0.1,1
7505,"Beira Interior","Guarda","Celorico da Beira","Carrapichana","40:33:38","07:29:15","agric_burn",2015-07-26 01:00:00,11:37:00,2015-07-26 01:00:00,15:44:00,2015-07-26 01:00:00,11:48:00,NA,0,0,0.0016,0,0.0016,0
7506,"Trás-os-Montes","Bragança","Carrazeda de Ansiães","Lavandeira","41:11:33.4896000000009''","7:18:29.7216000000003''","fire",2015-07-26 01:00:00,12:27:00,2015-07-26 01:00:00,21:36:00,2015-07-26 01:00:00,12:44:00,NA,0,520.14,0,520.14,520.14,0
7507,"Entre Douro e Minho","Braga","Terras de Bouro","Cibões","41:45:45.5219999999969''","8:15:27.7199999999993''","firepit",2015-07-26 01:00:00,13:03:00,2015-07-26 01:00:00,16:22:00,2015-07-26 01:00:00,13:14:00,NA,0,0.09,0.01,0.09,0.1,1
7508,"Beira Interior","Guarda","Figueira de Castelo Rodrigo","Vermiosa","40:48:58","06:52:50","fire",2015-07-26 01:00:00,13:16:00,2015-07-26 01:00:00,14:31:00,2015-07-26 01:00:00,13:17:00,NA,0,3.5,13.5,3.5,17,1
7509,"Entre Douro e Minho","Braga","Vieira do Minho","Guilhofrei","41:34:6.45600000000627''","8:8:9.70079999999854''","fire",2015-07-26 01:00:00,13:35:00,2015-07-26 01:00:00,15:18:00,2015-07-26 01:00:00,13:38:00,NA,0.2,1.2,0,1.4,1.4,0
7510,"Entre Douro e Minho","Braga","Esposende","Fonte Boa","41:30:0.327599999991435''","8:43:50.8079999999975''","firepit",2015-07-26 01:00:00,14:03:00,2015-07-26 01:00:00,17:00:00,2015-07-26 01:00:00,14:20:00,NA,0,0.09,0,0.09,0.09,0
7511,"Ribatejo e Oeste","Santarém","Alcanena","Louriceira","39:26:16","08:41:46","fire",2015-07-26 01:00:00,14:10:00,2015-07-26 01:00:00,16:22:00,2015-07-26 01:00:00,14:17:00,NA,2.3409,0,0,2.3409,2.3409,1
7512,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Brunhais","00:41:35.242","00:08:10.060","fire",2015-07-26 01:00:00,14:55:00,2015-07-26 01:00:00,16:16:00,2015-07-26 01:00:00,15:05:00,NA,0,3.57,0,3.57,3.57,0
7513,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Boivães","41:45:31.348799999995''","8:26:38.3279999999993''","firepit",2015-07-26 01:00:00,14:57:00,2015-07-26 01:00:00,17:25:00,2015-07-26 01:00:00,15:06:00,NA,0.1,0.3,0,0.4,0.4,1
7514,"Entre Douro e Minho","Porto","Amarante","Travanca","41:17:8.53800000000035''","8:11:37.3307999999975''","fire",2015-07-26 01:00:00,15:37:00,2015-07-26 01:00:00,16:39:00,2015-07-26 01:00:00,15:45:00,NA,0.5,3.5,0,4,4,1
7515,"Entre Douro e Minho","Braga","Vieira do Minho","Rossas","41:35:13.0127999999985''","8:4:25.8420000000014''","fire",2015-07-26 01:00:00,16:11:00,2015-07-26 01:00:00,19:13:00,2015-07-26 01:00:00,16:30:00,NA,1,1,0,2,2,0
7516,"Ribatejo e Oeste","Leiria","Óbidos","A dos Negros","39:21:2.58839999999282''","9:6:31.4891999999973''","agriculture",2015-07-26 01:00:00,16:15:00,2015-07-26 01:00:00,16:34:00,2015-07-26 01:00:00,16:25:00,NA,0,0,0.001,0,0.001,0
7517,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Monsul","41:37:4.56600000001004''","8:18:31.4388000000005''","agriculture",2015-07-26 01:00:00,16:43:00,2015-07-26 01:00:00,18:15:00,2015-07-26 01:00:00,17:00:00,NA,0,0,0.002,0,0.002,0
7518,"Beira Litoral","Leiria","Pedrógão Grande","Vila Facaia","39:56:39.7572000000105''","8:13:52.3019999999985''","firepit",2015-07-26 01:00:00,16:53:00,2015-07-27 01:00:00,02:00:00,2015-07-26 01:00:00,16:58:00,NA,0.75,0.2,0,0.95,0.95,1
7519,"Algarve","Faro","Lagos","São Sebastião","1900-01-01 13:07:29","08:41:59","agriculture",2015-07-26 01:00:00,17:14:00,2015-07-26 01:00:00,19:33:00,2015-07-26 01:00:00,17:22:00,NA,0,0,0.52,0,0.52,0
7520,"Alentejo","Évora","Évora","Nossa Senhora da Tourega","1900-01-01 14:30:05","07:58:15","agriculture",2015-07-26 01:00:00,17:44:00,2015-07-26 01:00:00,20:30:00,2015-07-26 01:00:00,17:54:00,NA,0,0,2.61,0,2.61,0
7521,"Ribatejo e Oeste","Santarém","Benavente","Santo Estevão","38:54:18.7092000000041''","8:44:59.3412000000006''","agriculture",2015-07-26 01:00:00,17:49:00,2015-07-26 01:00:00,20:31:00,2015-07-26 01:00:00,18:03:00,NA,0,0,120,0,120,1
7522,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Poiares","41:3:54.2088000000018''","6:50:49.4412000000001''","firepit",2015-07-26 01:00:00,17:50:00,2015-07-26 01:00:00,19:25:00,2015-07-26 01:00:00,18:02:00,NA,0,0.23,0,0.23,0.23,1
7523,"Trás-os-Montes","Vila Real","Vila Real","Mouçós","41:19:30.0179999999904''","7:40:10.2900000000005''","firepit",2015-07-26 01:00:00,18:09:00,2015-07-26 01:00:00,18:30:00,2015-07-26 01:00:00,18:20:00,NA,0.01,0.01,0,0.02,0.02,0
7524,"Beira Litoral","Viseu","Vila Nova de Paiva","Touro","40:53:42.3419999999919''","7:44:55.1292000000002''","fire",2015-07-26 01:00:00,18:37:00,2015-07-26 01:00:00,20:30:00,2015-07-26 01:00:00,18:50:00,NA,0,1.5,0,1.5,1.5,1
7525,"Alentejo","Beja","Almodôvar","Santa Clara-a-Nova","00:37:31.500","08:09:08","agriculture",2015-07-26 01:00:00,18:40:00,2015-07-26 01:00:00,19:50:00,2015-07-26 01:00:00,18:53:00,NA,0,0,0.0942,0,0.0942,0
7526,"Beira Interior","Castelo Branco","Castelo Branco","Louriçal do Campo","40:2:59.2511999999874''","7:29:53.6748000000016''","firepit",2015-07-26 01:00:00,18:59:00,2015-07-26 01:00:00,20:54:00,2015-07-26 01:00:00,19:09:00,NA,0.032,0,0,0.032,0.032,1
7527,"Trás-os-Montes","Vila Real","Boticas","Granja","41:41:9.71880000000681''","7:38:36.1679999999986''","firepit",2015-07-26 01:00:00,18:59:00,2015-07-26 01:00:00,20:13:00,2015-07-26 01:00:00,19:07:00,NA,0.01,0,0,0.01,0.01,1
7528,"Beira Litoral","Coimbra","Tábua","Tábua","40:21:35.6291999999877''","8:3:2.56320000000272''","agriculture",2015-07-26 01:00:00,19:35:00,2015-07-26 01:00:00,20:25:00,2015-07-26 01:00:00,19:40:00,NA,0,0,0.015,0,0.015,1
7529,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Santa Maria Rebordões","41:43:31.4472000000092''","8:35:2.36759999999734''","firepit",2015-07-26 01:00:00,19:40:00,2015-07-26 01:00:00,20:50:00,2015-07-26 01:00:00,19:50:00,NA,0,0.05,0,0.05,0.05,1
7530,"Entre Douro e Minho","Porto","Lousada","Nespereira","41:15:25.3692000000001''","8:18:11.4012000000007''","firepit",2015-07-26 01:00:00,19:58:00,2015-07-26 01:00:00,21:30:00,2015-07-26 01:00:00,20:10:00,NA,0,0.05,0,0.05,0.05,0
7531,"Algarve","Faro","Vila do Bispo","Budens","00:37:04.420","00:08:49.870","firepit",2015-07-26 01:00:00,20:32:00,2015-07-26 01:00:00,23:05:00,2015-07-26 01:00:00,20:52:00,NA,0,0.0011,0,0.0011,0.0011,0
7532,"Entre Douro e Minho","Porto","Amarante","Olo","41:17:42.007199999988''","8:0:45.3131999999997''","firepit",2015-07-26 01:00:00,21:50:00,2015-07-26 01:00:00,22:35:00,2015-07-26 01:00:00,21:52:00,NA,0.003,0,0,0.003,0.003,1
7533,"Ribatejo e Oeste","Santarém","Chamusca","Ulme","39:18:24.3180000000092''","8:25:15.3228000000006''","firepit",2015-07-26 01:00:00,22:21:00,2015-07-27 01:00:00,00:24:00,2015-07-26 01:00:00,22:36:00,NA,0.1695,0,0,0.1695,0.1695,1
7534,"Entre Douro e Minho","Viana do Castelo","Valença","Cerdal","41:58:26.3748000000004''","8:36:36.2772000000015''","agric_burn",2015-07-26 01:00:00,22:31:00,2015-07-26 01:00:00,23:59:00,2015-07-26 01:00:00,22:40:00,NA,0,0.005,0,0.005,0.005,0
7535,"Entre Douro e Minho","Viseu","Resende","Felgueiras","41:3:6.11999999887303E-02''","7:55:49.4615999999986''","fire",2015-07-26 01:00:00,22:36:00,2015-07-27 01:00:00,01:30:00,2015-07-26 01:00:00,22:57:00,NA,0,1.2,0,1.2,1.2,0
7536,"Entre Douro e Minho","Porto","Baião","Viariz","41:10:24.9888000000055''","7:58:4.68119999999928''","firepit",2015-07-26 01:00:00,23:09:00,2015-07-27 01:00:00,01:45:00,2015-07-26 01:00:00,23:20:00,NA,0,0.1,0,0.1,0.1,1
7537,"Entre Douro e Minho","Braga","Vieira do Minho","Rossas","41:35:13.0127999999985''","8:4:25.8420000000014''","firepit",2015-07-27 01:00:00,00:35:00,2015-07-27 01:00:00,05:35:00,2015-07-27 01:00:00,00:50:00,NA,0.2,0.6,0,0.8,0.8,0
7538,"Trás-os-Montes","Vila Real","Valpaços","Fiães","41:43:31","07:16:26","firepit",2015-07-27 01:00:00,01:06:00,2015-07-27 01:00:00,04:00:00,2015-07-27 01:00:00,01:25:00,NA,0,0.8,0,0.8,0.8,0
7539,"Trás-os-Montes","Vila Real","Vila Pouca de Aguiar","Vreia de Jales","41:26:31.5059999999954''","7:35:21.9659999999998''","firepit",2015-07-27 01:00:00,01:35:00,2015-07-27 01:00:00,03:05:00,2015-07-27 01:00:00,01:50:00,NA,0,0.01,0,0.01,0.01,1
7540,"Entre Douro e Minho","Porto","Baião","Santa Marinha do Zêzere","41:8:12.7320000000066''","7:57:29.0591999999985''","firepit",2015-07-27 01:00:00,01:46:00,2015-07-27 01:00:00,03:10:00,2015-07-27 01:00:00,01:55:00,NA,0,0.06,0,0.06,0.06,1
7541,"Entre Douro e Minho","Porto","Amarante","Olo","41:17:47.6591999999914''","8:0:16.4519999999975''","firepit",2015-07-27 01:00:00,01:55:00,2015-07-27 01:00:00,03:00:00,2015-07-27 01:00:00,02:05:00,NA,0,0.005,0,0.005,0.005,1
7542,"Entre Douro e Minho","Vila Real","Ribeira de Pena","Salvador","41:31:25.8096000000103''","7:49:56.7119999999998''","firepit",2015-07-27 01:00:00,02:38:00,2015-07-27 01:00:00,06:31:00,2015-07-27 01:00:00,02:51:00,NA,0.5,0,0,0.5,0.5,1
7543,"Beira Litoral","Leiria","Leiria","Ortigosa","39:49:7.60799999998824''","8:48:35.6291999999979''","firepit",2015-07-27 01:00:00,03:02:00,2015-07-27 01:00:00,06:55:00,2015-07-27 01:00:00,03:21:00,NA,0,0.15,0,0.15,0.15,0
7544,"Entre Douro e Minho","Porto","Baião","Valadares","41:8:36.9780000000031''","7:58:9.38999999999879''","firepit",2015-07-27 01:00:00,04:59:00,2015-07-27 01:00:00,05:30:00,2015-07-27 01:00:00,05:10:00,NA,0,0.01,0,0.01,0.01,1
